wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
kujawsko-pomorskie;wąbrzeski;20;5.86;1;0;1;20;207;41;20;19;2;t0417;2020-12-22
kujawsko-pomorskie;włocławski;46;5.36;6;0;6;36;429;91;46;42;3;t0418;2020-12-22
kujawsko-pomorskie;żniński;42;5.99;1;0;1;63;496;94;45;46;3;t0419;2020-12-22
kujawsko-pomorskie;Bydgoszcz;191;5.51;22;0;22;392;2749;775;199;566;10;t0461;2020-12-22
kujawsko-pomorskie;Grudziądz;58;6.17;1;0;1;103;731;242;62;176;4;t0462;2020-12-22
kujawsko-pomorskie;Toruń;213;10.59;8;1;7;224;1520;836;225;590;21;t0463;2020-12-22
kujawsko-pomorskie;Włocławek;77;7.04;2;0;2;70;590;174;78;94;2;t0464;2020-12-22
lubelskie;bialski;25;2.26;1;1;0;41;398;85;28;55;2;t0601;2020-12-22
lubelskie;biłgorajski;2;0.2;1;0;1;9;149;60;3;57;0;t0602;2020-12-22
lubelskie;chełmski;21;2.7;0;0;0;20;361;65;26;39;0;t0603;2020-12-22
lubelskie;hrubieszowski;26;4.16;0;0;0;39;297;105;29;74;2;t0604;2020-12-22
lubelskie;janowski;7;1.54;1;0;1;9;88;32;7;25;0;t0605;2020-12-22
lubelskie;krasnostawski;36;5.72;0;0;0;27;463;90;37;50;3;t0606;2020-12-22
lubelskie;kraśnicki;20;2.1;0;0;0;27;325;80;22;58;0;t0607;2020-12-22
lubelskie;lubartowski;6;0.68;2;2;0;35;408;78;8;70;0;t0608;2020-12-22
lubelskie;lubelski;42;2.69;0;0;0;77;797;202;50;150;2;t0609;2020-12-22
lubelskie;łęczyński;34;5.93;1;0;1;20;347;86;37;48;1;t0610;2020-12-22
lubelskie;łukowski;5;0.47;0;0;0;18;197;37;7;30;0;t0611;2020-12-22
lubelskie;opolski;22;3.73;2;0;2;32;273;55;26;29;0;t0612;2020-12-22
lubelskie;parczewski;6;1.73;4;0;4;10;99;23;6;17;0;t0613;2020-12-22
lubelskie;puławski;18;1.6;0;0;0;67;583;117;22;94;1;t0614;2020-12-22
lubelskie;radzyński;4;0.68;2;0;2;7;151;82;6;75;1;t0615;2020-12-22
lubelskie;rycki;13;2.33;0;0;0;28;167;53;13;39;1;t0616;2020-12-22
lubelskie;świdnicki;41;5.72;0;0;0;65;510;122;52;70;0;t0617;2020-12-22
lubelskie;tomaszowski;12;1.46;0;0;0;35;202;77;13;60;4;t0618;2020-12-22
lubelskie;włodawski;19;4.97;2;0;2;18;177;46;19;26;1;t0619;2020-12-22
lubelskie;zamojski;10;0.94;1;0;1;17;211;65;14;51;0;t0620;2020-12-22
lubelskie;Biała Podlaska;18;3.15;0;0;0;25;228;75;19;51;5;t0661;2020-12-22
lubelskie;Chełm;26;4.22;3;3;0;38;390;85;27;56;2;t0662;2020-12-22
lubelskie;Lublin;147;4.33;5;0;5;250;1607;643;157;481;5;t0663;2020-12-22
lubelskie;Zamość;13;2.06;0;0;0;25;171;84;17;66;1;t0664;2020-12-22
lubuskie;gorzowski;29;4.02;0;0;0;38;411;92;32;60;0;t0801;2020-12-22
lubuskie;krośnieński;18;3.29;0;0;0;41;438;45;21;24;0;t0802;2020-12-22
lubuskie;międzyrzecki;16;2.79;0;0;0;35;310;84;22;58;4;t0803;2020-12-22
lubuskie;nowosolski;14;1.63;1;1;0;17;293;59;16;43;0;t0804;2020-12-22
lubuskie;słubicki;19;4.05;0;0;0;32;439;65;19;43;3;t0805;2020-12-22
lubuskie;strzelecko-drezdenecki;16;3.27;2;2;0;24;208;90;22;66;2;t0806;2020-12-22
lubuskie;sulęciński;16;4.56;0;0;0;26;320;127;36;84;7;t0807;2020-12-22
lubuskie;świebodziński;73;13.11;0;0;0;23;349;152;76;72;4;t0808;2020-12-22
lubuskie;zielonogórski;21;2.78;0;0;0;35;483;111;25;85;1;t0809;2020-12-22
lubuskie;żagański;4;0.51;0;0;0;27;264;41;5;34;2;t0810;2020-12-22
lubuskie;żarski;5;0.52;0;0;0;32;386;56;8;48;0;t0811;2020-12-22
lubuskie;wschowski;5;1.29;0;0;0;11;165;32;5;23;4;t0812;2020-12-22
lubuskie;Gorzów Wielkopolski;67;5.43;0;0;0;62;572;214;72;138;4;t0861;2020-12-22
lubuskie;Zielona Góra;64;4.53;0;0;0;73;783;229;71;154;4;t0862;2020-12-22
łódzkie;bełchatowski;32;2.84;0;0;0;30;327;105;43;62;0;t1001;2020-12-22
łódzkie;kutnowski;48;4.99;3;3;0;53;447;125;50;73;2;t1002;2020-12-22
łódzkie;łaski;12;2.41;0;0;0;16;160;47;13;34;0;t1003;2020-12-22
łódzkie;łęczycki;9;1.82;0;0;0;24;407;60;12;45;3;t1004;2020-12-22
łódzkie;łowicki;5;0.64;2;0;2;31;222;39;7;29;3;t1005;2020-12-22
łódzkie;łódzki wschodni;25;3.45;0;0;0;47;388;112;26;81;5;t1006;2020-12-22
łódzkie;opoczyński;2;0.26;0;0;0;8;94;31;2;29;0;t1007;2020-12-22
łódzkie;pabianicki;61;5.12;3;2;1;87;628;202;63;135;4;t1008;2020-12-22
łódzkie;pajęczański;3;0.59;1;0;1;14;112;16;3;13;0;t1009;2020-12-22
łódzkie;piotrkowski;26;2.85;2;2;0;36;298;84;27;56;1;t1010;2020-12-22
łódzkie;poddębicki;20;4.87;0;0;0;14;270;59;21;37;1;t1011;2020-12-22
łódzkie;radomszczański;18;1.6;4;0;4;37;280;107;21;82;4;t1012;2020-12-22
łódzkie;rawski;13;2.68;1;0;1;15;239;63;13;50;0;t1013;2020-12-22
łódzkie;sieradzki;29;2.47;1;0;1;35;450;133;31;94;8;t1014;2020-12-22
łódzkie;skierniewicki;2;0.52;0;0;0;14;226;22;2;20;0;t1015;2020-12-22
łódzkie;tomaszowski;40;3.44;0;0;0;38;443;133;42;88;3;t1016;2020-12-22
łódzkie;wieluński;0;0.0;0;0;0;16;211;22;0;20;2;t1017;2020-12-22
łódzkie;wieruszowski;2;0.48;2;0;2;6;145;21;2;18;1;t1018;2020-12-22
łódzkie;zduńskowolski;13;1.96;1;0;1;15;241;74;14;59;1;t1019;2020-12-22
łódzkie;zgierski;70;4.21;5;0;5;118;990;260;73;181;6;t1020;2020-12-22
łódzkie;brzeziński;3;0.97;0;0;0;9;131;17;4;11;2;t1021;2020-12-22
łódzkie;Łódź;395;5.83;0;0;0;579;3810;1640;420;1155;65;t1061;2020-12-22
łódzkie;Piotrków Trybunalski;26;3.57;0;0;0;27;334;101;28;72;1;t1062;2020-12-22
łódzkie;Skierniewice;10;2.09;0;0;0;21;263;46;12;32;2;t1063;2020-12-22
małopolskie;bocheński;8;0.75;0;0;0;9;181;67;8;59;0;t1201;2020-12-22
małopolskie;brzeski;5;0.54;0;0;0;9;134;69;6;62;1;t1202;2020-12-22
małopolskie;chrzanowski;33;2.66;0;0;0;46;309;118;34;84;0;t1203;2020-12-22
małopolskie;dąbrowski;7;1.18;1;1;0;2;68;40;7;33;0;t1204;2020-12-22
małopolskie;gorlicki;11;1.01;0;0;0;7;202;74;11;61;2;t1205;2020-12-22
małopolskie;krakowski;70;2.5;1;1;0;92;713;323;74;240;9;t1206;2020-12-22
małopolskie;limanowski;18;1.36;0;0;0;20;97;98;19;75;4;t1207;2020-12-22
małopolskie;miechowski;2;0.41;1;1;0;6;63;49;3;46;0;t1208;2020-12-22
małopolskie;myślenicki;18;1.41;1;0;1;26;213;160;24;125;11;t1209;2020-12-22
małopolskie;nowosądecki;13;0.6;0;0;0;17;175;136;19;113;4;t1210;2020-12-22
małopolskie;nowotarski;28;1.46;0;0;0;2;80;221;29;188;4;t1211;2020-12-22
małopolskie;olkuski;17;1.53;0;0;0;24;175;84;17;65;2;t1212;2020-12-22
małopolskie;oświęcimski;16;1.04;2;0;2;41;362;104;16;87;1;t1213;2020-12-22
małopolskie;proszowicki;3;0.7;0;0;0;2;69;32;4;27;1;t1214;2020-12-22
małopolskie;suski;9;1.07;0;0;0;7;159;74;9;64;1;t1215;2020-12-22
małopolskie;tarnowski;11;0.55;4;3;1;21;324;83;14;69;0;t1216;2020-12-22
małopolskie;tatrzański;3;0.44;0;0;0;3;168;64;4;59;1;t1217;2020-12-22
małopolskie;wadowicki;20;1.25;1;0;1;45;379;117;20;94;3;t1218;2020-12-22
małopolskie;wielicki;23;1.77;0;0;0;33;348;113;23;84;6;t1219;2020-12-22
małopolskie;Kraków;193;2.47;4;3;1;276;2100;1170;205;939;26;t1261;2020-12-22
małopolskie;Nowy Sącz;7;0.84;1;0;1;12;55;76;9;67;0;t1262;2020-12-22
małopolskie;Tarnów;13;1.2;2;2;0;23;170;74;15;58;1;t1263;2020-12-22
mazowieckie;białobrzeski;13;3.9;0;0;0;12;179;34;15;18;1;t1401;2020-12-22
mazowieckie;ciechanowski;23;2.58;1;0;1;42;386;96;25;69;2;t1402;2020-12-22
mazowieckie;garwoliński;8;0.73;0;0;0;16;167;75;11;60;4;t1403;2020-12-22
mazowieckie;gostyniński;8;1.79;1;0;1;15;159;32;10;22;0;t1404;2020-12-22
mazowieckie;grodziski;59;6.1;0;0;0;81;817;201;61;140;0;t1405;2020-12-22
mazowieckie;grójecki;26;2.65;0;0;0;68;880;86;32;50;4;t1406;2020-12-22
mazowieckie;kozienicki;25;4.18;1;0;1;33;328;82;25;57;0;t1407;2020-12-22
mazowieckie;legionowski;27;2.26;0;0;0;75;720;99;27;71;1;t1408;2020-12-22
mazowieckie;lipski;6;1.78;0;0;0;8;89;24;6;18;0;t1409;2020-12-22
mazowieckie;łosicki;4;1.3;1;0;1;13;119;26;4;22;0;t1410;2020-12-22
mazowieckie;makowski;6;1.34;0;0;0;12;132;26;6;20;0;t1411;2020-12-22
mazowieckie;miński;23;1.48;7;3;4;44;539;166;32;125;9;t1412;2020-12-22
mazowieckie;mławski;6;0.83;0;0;0;31;420;44;7;37;0;t1413;2020-12-22
mazowieckie;nowodworski;26;3.27;1;0;1;32;346;66;26;40;0;t1414;2020-12-22
mazowieckie;ostrołęcki;11;1.24;0;0;0;13;191;45;11;32;2;t1415;2020-12-22
mazowieckie;ostrowski;18;2.5;0;0;0;22;227;56;21;34;1;t1416;2020-12-22
mazowieckie;otwocki;32;2.57;0;0;0;51;824;192;37;152;3;t1417;2020-12-22
mazowieckie;piaseczyński;70;3.69;2;0;2;138;1379;270;79;183;8;t1418;2020-12-22
mazowieckie;płocki;16;1.44;2;0;2;54;510;73;16;57;0;t1419;2020-12-22
mazowieckie;płoński;4;0.46;2;0;2;36;512;56;7;45;4;t1420;2020-12-22
mazowieckie;pruszkowski;82;4.93;5;0;5;127;1379;292;86;202;4;t1421;2020-12-22
mazowieckie;przasnyski;18;3.44;1;0;1;42;309;44;18;26;0;t1422;2020-12-22
mazowieckie;przysuski;8;1.93;0;0;0;12;75;26;8;17;1;t1423;2020-12-22
mazowieckie;pułtuski;11;2.12;0;0;0;22;156;47;12;34;1;t1424;2020-12-22
mazowieckie;radomski;32;2.1;1;1;0;47;444;138;34;101;3;t1425;2020-12-22
mazowieckie;siedlecki;10;1.23;0;0;0;15;271;65;10;52;3;t1426;2020-12-22
mazowieckie;sierpecki;5;0.97;0;0;0;24;209;27;7;20;0;t1427;2020-12-22
mazowieckie;sochaczewski;26;3.06;0;0;0;36;418;91;30;61;0;t1428;2020-12-22
mazowieckie;sokołowski;8;1.49;0;0;0;9;94;24;9;14;1;t1429;2020-12-22
mazowieckie;szydłowiecki;5;1.26;0;0;0;8;97;29;6;23;0;t1430;2020-12-22
mazowieckie;warszawski zachodni;48;4.02;2;2;0;69;900;203;50;151;2;t1432;2020-12-22
mazowieckie;węgrowski;9;1.37;3;0;3;24;258;47;11;33;3;t1433;2020-12-22
mazowieckie;wołomiński;49;1.95;1;0;1;118;1312;269;54;209;6;t1434;2020-12-22
mazowieckie;wyszkowski;7;0.94;0;0;0;18;238;52;8;42;2;t1435;2020-12-22
mazowieckie;zwoleński;5;1.39;1;0;1;9;175;25;6;17;2;t1436;2020-12-22
mazowieckie;żuromiński;10;2.61;0;0;0;15;125;34;10;24;0;t1437;2020-12-22
mazowieckie;żyrardowski;25;3.31;0;0;0;45;477;93;29;61;3;t1438;2020-12-22
mazowieckie;Ostrołęka;20;3.85;1;0;1;23;97;61;21;36;4;t1461;2020-12-22
mazowieckie;Płock;26;2.19;2;1;1;79;594;96;31;62;3;t1462;2020-12-22
mazowieckie;Radom;53;2.52;2;2;0;92;633;347;59;280;8;t1463;2020-12-22
mazowieckie;Siedlce;16;2.04;1;0;1;33;292;122;18;102;2;t1464;2020-12-22
mazowieckie;Warszawa;640;3.57;10;0;10;1221;9334;3856;707;3057;92;t1465;2020-12-22
opolskie;brzeski;14;1.56;0;0;0;40;371;43;15;27;1;t1601;2020-12-22
opolskie;głubczycki;56;12.36;0;0;0;10;186;114;57;49;8;t1602;2020-12-22
opolskie;kędzierzyńsko-kozielski;25;2.67;4;1;3;28;372;85;27;57;1;t1603;2020-12-22
opolskie;kluczborski;14;2.15;0;0;0;8;216;43;17;25;1;t1604;2020-12-22
opolskie;krapkowicki;5;0.79;0;0;0;10;205;44;5;38;1;t1605;2020-12-22
opolskie;namysłowski;8;1.87;2;0;2;10;166;24;9;15;0;t1606;2020-12-22
opolskie;nyski;25;1.84;2;0;2;32;381;139;29;105;5;t1607;2020-12-22
opolskie;oleski;8;1.25;2;0;2;17;239;45;10;35;0;t1608;2020-12-22
opolskie;opolski;28;2.26;1;0;1;41;416;109;31;77;1;t1609;2020-12-22
opolskie;prudnicki;9;1.63;2;0;2;12;119;38;9;29;0;t1610;2020-12-22
opolskie;strzelecki;23;3.1;1;1;0;26;356;80;23;55;2;t1611;2020-12-22
opolskie;Opole;32;2.5;1;0;1;67;694;239;37;202;0;t1661;2020-12-22
podkarpackie;bieszczadzki;0;0.0;1;1;0;3;21;8;0;8;0;t1801;2020-12-22
podkarpackie;brzozowski;1;0.15;1;1;0;6;120;47;1;46;0;t1802;2020-12-22
podkarpackie;dębicki;14;1.03;0;0;0;16;172;100;16;84;0;t1803;2020-12-22
podkarpackie;jarosławski;10;0.83;2;2;0;25;284;71;11;59;1;t1804;2020-12-22
podkarpackie;jasielski;6;0.53;0;0;0;21;167;66;8;57;1;t1805;2020-12-22
podkarpackie;kolbuszowski;1;0.16;0;0;0;6;84;39;5;34;0;t1806;2020-12-22
podkarpackie;krośnieński;3;0.27;1;0;1;14;130;36;3;33;0;t1807;2020-12-22
podkarpackie;leżajski;5;0.72;3;0;3;7;104;38;5;31;2;t1808;2020-12-22
podkarpackie;lubaczowski;10;1.82;1;1;0;15;244;45;11;33;1;t1809;2020-12-22
podkarpackie;łańcucki;13;1.6;1;0;1;15;248;88;14;74;0;t1810;2020-12-22
podkarpackie;mielecki;9;0.66;3;0;3;18;220;79;10;68;1;t1811;2020-12-22
podkarpackie;niżański;6;0.9;1;0;1;13;209;31;6;25;0;t1812;2020-12-22
podkarpackie;przemyski;10;1.35;0;0;0;20;250;41;11;30;0;t1813;2020-12-22
podkarpackie;przeworski;2;0.26;0;0;0;5;134;39;2;35;2;t1814;2020-12-22
podkarpackie;ropczycko-sędziszowski;20;2.68;0;0;0;3;81;67;21;45;1;t1815;2020-12-22
podkarpackie;rzeszowski;22;1.29;1;0;1;44;448;152;23;128;1;t1816;2020-12-22
podkarpackie;sanocki;7;0.74;0;0;0;10;114;90;8;82;0;t1817;2020-12-22
podkarpackie;stalowowolski;11;1.04;0;0;0;50;351;57;12;45;0;t1818;2020-12-22
podkarpackie;strzyżowski;3;0.49;1;0;1;8;119;31;4;27;0;t1819;2020-12-22
podkarpackie;tarnobrzeski;4;0.76;0;0;0;6;121;32;5;27;0;t1820;2020-12-22
podkarpackie;leski;0;0.0;2;2;0;3;46;12;0;12;0;t1821;2020-12-22
podkarpackie;Krosno;8;1.73;0;0;0;11;74;39;8;31;0;t1861;2020-12-22
podkarpackie;Przemyśl;7;1.16;0;0;0;23;186;69;8;61;0;t1862;2020-12-22
podkarpackie;Rzeszów;43;2.18;2;0;2;50;522;269;51;216;2;t1863;2020-12-22
podkarpackie;Tarnobrzeg;9;1.93;1;0;1;10;119;51;10;41;0;t1864;2020-12-22
podlaskie;augustowski;16;2.76;1;1;0;17;179;61;18;33;10;t2001;2020-12-22
podlaskie;białostocki;40;2.66;0;0;0;68;563;193;42;144;7;t2002;2020-12-22
podlaskie;bielski;7;1.29;0;0;0;37;203;57;8;49;0;t2003;2020-12-22
podlaskie;grajewski;15;3.19;1;1;0;12;115;36;17;18;1;t2004;2020-12-22
podlaskie;hajnowski;18;4.26;0;0;0;19;169;67;18;49;0;t2005;2020-12-22
podlaskie;kolneński;7;1.84;0;0;0;10;103;37;9;28;0;t2006;2020-12-22
podlaskie;łomżyński;10;1.96;0;0;0;11;211;36;17;19;0;t2007;2020-12-22
podlaskie;moniecki;6;1.49;0;0;0;2;123;12;6;6;0;t2008;2020-12-22
podlaskie;sejneński;2;1.01;0;0;0;2;46;8;2;5;1;t2009;2020-12-22
podlaskie;siemiatycki;1;0.23;0;0;0;6;144;16;1;15;0;t2010;2020-12-22
podlaskie;sokólski;27;4.07;1;0;1;26;399;65;28;36;1;t2011;2020-12-22
podlaskie;suwalski;7;1.97;1;0;1;13;104;14;7;7;0;t2012;2020-12-22
podlaskie;wysokomazowiecki;4;0.71;0;0;0;16;180;28;5;23;0;t2013;2020-12-22
podlaskie;zambrowski;12;2.77;0;0;0;21;264;42;14;28;0;t2014;2020-12-22
podlaskie;Białystok;99;3.33;3;1;2;184;1237;459;106;348;5;t2061;2020-12-22
podlaskie;Łomża;40;6.37;0;0;0;27;349;87;51;34;2;t2062;2020-12-22
podlaskie;Suwałki;19;2.72;0;0;0;35;394;59;20;38;1;t2063;2020-12-22
pomorskie;bytowski;23;2.91;0;0;0;26;297;110;25;81;4;t2201;2020-12-22
pomorskie;chojnicki;14;1.43;0;0;0;20;330;72;17;54;1;t2202;2020-12-22
pomorskie;człuchowski;38;6.79;2;1;1;18;354;89;42;45;2;t2203;2020-12-22
pomorskie;gdański;49;4.11;0;0;0;91;1220;219;51;159;9;t2204;2020-12-22
pomorskie;kartuski;31;2.2;1;0;1;62;714;154;35;118;1;t2205;2020-12-22
pomorskie;kościerski;10;1.37;1;1;0;19;315;58;11;45;2;t2206;2020-12-22
pomorskie;kwidzyński;26;3.13;4;0;4;42;418;102;29;70;3;t2207;2020-12-22
pomorskie;lęborski;14;2.12;0;0;0;26;215;89;14;74;1;t2208;2020-12-22
pomorskie;malborski;53;8.36;0;0;0;51;687;148;55;86;7;t2209;2020-12-22
pomorskie;nowodworski;18;5.07;0;0;0;30;294;49;19;27;3;t2210;2020-12-22
pomorskie;pucki;35;4.01;0;0;0;60;617;128;37;85;6;t2211;2020-12-22
pomorskie;słupski;30;3.04;4;0;4;58;776;162;35;123;4;t2212;2020-12-22
pomorskie;starogardzki;34;2.65;0;0;0;70;654;122;34;82;6;t2213;2020-12-22
pomorskie;tczewski;36;3.11;1;0;1;80;684;132;39;91;2;t2214;2020-12-22
pomorskie;wejherowski;81;3.7;1;0;1;164;1312;298;91;203;4;t2215;2020-12-22
pomorskie;sztumski;8;1.94;0;0;0;24;324;69;8;59;2;t2216;2020-12-22
pomorskie;Gdańsk;292;6.19;12;1;11;431;3724;1246;309;884;53;t2261;2020-12-22
pomorskie;Gdynia;127;5.17;1;1;0;236;1514;522;131;384;7;t2262;2020-12-22
pomorskie;Słupsk;47;5.2;3;0;3;64;825;306;59;245;2;t2263;2020-12-22
pomorskie;Sopot;8;2.25;0;0;0;25;133;76;9;66;1;t2264;2020-12-22
śląskie;będziński;60;4.06;0;0;0;105;594;261;66;190;5;t2401;2020-12-22
śląskie;bielski;43;2.59;4;4;0;42;652;189;45;139;5;t2402;2020-12-22
śląskie;cieszyński;39;2.19;1;0;1;39;549;184;44;133;7;t2403;2020-12-22
śląskie;częstochowski;15;1.12;2;1;1;28;337;77;17;55;5;t2404;2020-12-22
śląskie;gliwicki;41;3.55;0;0;0;42;481;145;43;100;2;t2405;2020-12-22
śląskie;kłobucki;65;7.69;0;0;0;12;179;215;74;130;11;t2406;2020-12-22
śląskie;lubliniecki;7;0.92;0;0;0;12;204;66;10;55;1;t2407;2020-12-22
śląskie;mikołowski;41;4.13;1;0;1;49;427;122;44;74;4;t2408;2020-12-22
śląskie;myszkowski;11;1.56;0;0;0;22;313;63;12;48;3;t2409;2020-12-22
śląskie;pszczyński;26;2.33;0;0;0;40;293;105;26;77;2;t2410;2020-12-22
śląskie;raciborski;28;2.59;2;0;2;35;260;99;31;65;3;t2411;2020-12-22
śląskie;rybnicki;8;1.02;1;0;1;20;209;58;9;48;1;t2412;2020-12-22
śląskie;tarnogórski;56;3.98;2;1;1;70;555;192;57;131;4;t2413;2020-12-22
śląskie;bieruńsko-lędziński;13;2.17;2;0;2;17;172;55;14;41;0;t2414;2020-12-22
śląskie;wodzisławski;16;1.02;3;3;0;29;355;94;17;76;1;t2415;2020-12-22
śląskie;zawierciański;22;1.88;0;0;0;51;341;115;27;85;3;t2416;2020-12-22
śląskie;żywiecki;38;2.49;3;0;3;22;355;163;39;123;1;t2417;2020-12-22
śląskie;Bielsko-Biała;80;4.7;2;1;1;59;594;303;85;208;10;t2461;2020-12-22
śląskie;Bytom;54;3.28;1;0;1;70;425;187;59;125;3;t2462;2020-12-22
śląskie;Chorzów;28;2.61;3;0;3;51;295;109;29;78;2;t2463;2020-12-22
śląskie;Częstochowa;64;2.92;2;0;2;77;562;252;71;175;6;t2464;2020-12-22
śląskie;Dąbrowa Górnicza;27;2.27;2;0;2;67;411;142;28;110;4;t2465;2020-12-22
śląskie;Gliwice;75;4.21;1;0;1;108;716;302;81;214;7;t2466;2020-12-22
śląskie;Jastrzębie-Zdrój;22;2.49;0;0;0;22;215;97;23;72;2;t2467;2020-12-22
śląskie;Jaworzno;37;4.08;0;0;0;26;295;112;37;71;4;t2468;2020-12-22
śląskie;Katowice;86;2.95;2;0;2;154;963;464;98;355;11;t2469;2020-12-22
śląskie;Mysłowice;16;2.14;0;0;0;23;194;81;20;60;1;t2470;2020-12-22
śląskie;Piekary Śląskie;16;2.92;1;0;1;20;254;56;17;37;2;t2471;2020-12-22
